salary_in_usd,remote_ratio,work_year,experience_level_encoded,experience_level_EN,experience_level_EX,experience_level_MI,experience_level_SE,company_size_L,company_size_M,company_size_S,clusters
130000,100,2023,2,0,0,0,1,0,1,0,1
110000,100,2023,2,0,0,0,1,0,1,0,1
110000,0,2023,1,0,0,1,0,0,1,0,1
90000,0,2023,1,0,0,1,0,0,1,0,1
310000,0,2023,1,0,0,1,0,0,1,0,2
245000,0,2023,1,0,0,1,0,0,1,0,2
210000,0,2023,1,0,0,1,0,0,1,0,0
160000,0,2023,1,0,0,1,0,0,1,0,0
85000,0,2023,1,0,0,1,0,0,1,0,1
75000,0,2023,1,0,0,1,0,0,1,0,1
280000,0,2023,2,0,0,0,1,0,1,0,2
196000,0,2023,2,0,0,0,1,0,1,0,0
212000,0,2023,1,0,0,1,0,0,1,0,0
93300,0,2023,1,0,0,1,0,0,1,0,1
230000,100,2023,2,0,0,0,1,0,1,0,2
115000,100,2023,2,0,0,0,1,0,1,0,1
75000,0,2023,1,0,0,1,0,0,1,0,1
70000,0,2023,1,0,0,1,0,0,1,0,1
233500,0,2023,2,0,0,0,1,0,1,0,2
137500,0,2023,2,0,0,0,1,0,1,0,0
166000,0,2023,1,0,0,1,0,0,1,0,0
73100,0,2023,1,0,0,1,0,0,1,0,1
176875,0,2023,2,0,0,0,1,0,1,0,0
84750,0,2023,2,0,0,0,1,0,1,0,1
251250,0,2023,2,0,0,0,1,0,1,0,2
120750,0,2023,2,0,0,0,1,0,1,0,1
106050,0,2023,1,0,0,1,0,0,1,0,1
80420,0,2023,1,0,0,1,0,0,1,0,1
120000,0,2023,1,0,0,1,0,0,1,0,1
147400,0,2023,1,0,0,1,0,0,1,0,0
107682,0,2023,1,0,0,1,0,0,1,0,1
145000,100,2023,2,0,0,0,1,0,1,0,0
95000,100,2023,2,0,0,0,1,0,1,0,1
80000,0,2023,0,1,0,0,0,0,1,0,1
50000,0,2023,0,1,0,0,0,0,1,0,1
175000,100,2023,2,0,0,0,1,0,1,0,0
150000,100,2023,2,0,0,0,1,0,1,0,0
178600,0,2023,2,0,0,0,1,0,1,0,0
67200,0,2023,2,0,0,0,1,0,1,0,1
118750,0,2023,0,1,0,0,0,0,1,0,1
106875,0,2023,0,1,0,0,0,0,1,0,1
186000,0,2023,2,0,0,0,1,0,1,0,0
81800,0,2023,2,0,0,0,1,0,1,0,1
142000,0,2023,1,0,0,1,0,0,1,0,0
128000,0,2023,1,0,0,1,0,0,1,0,1
140130,0,2023,2,0,0,0,1,0,1,0,0
84870,0,2023,2,0,0,0,1,0,1,0,1
262000,0,2023,2,0,0,0,1,0,1,0,2
186000,0,2023,2,0,0,0,1,0,1,0,0
58500,0,2023,1,0,0,1,0,0,1,0,1
59059,0,2023,0,1,0,0,0,0,1,0,1
47985,0,2023,0,1,0,0,0,0,1,0,1
93918,0,2023,2,0,0,0,1,0,1,0,1
51962,0,2023,2,0,0,0,1,0,1,0,1
120000,0,2023,1,0,0,1,0,0,1,0,1
100000,0,2023,1,0,0,1,0,0,1,0,1
173000,0,2023,2,0,0,0,1,0,1,0,0
140000,0,2023,2,0,0,0,1,0,1,0,0
291500,0,2023,2,0,0,0,1,0,1,0,2
180200,0,2023,2,0,0,0,1,0,1,0,0
255800,0,2023,2,0,0,0,1,0,1,0,2
170600,0,2023,2,0,0,0,1,0,1,0,0
146850,0,2023,2,0,0,0,1,0,1,0,0
106800,0,2023,2,0,0,0,1,0,1,0,1
200000,0,2023,1,0,0,1,0,0,1,0,0
117000,0,2023,1,0,0,1,0,0,1,0,1
151700,0,2023,1,0,0,1,0,1,0,0,0
63000,0,2023,1,0,0,1,0,1,0,0,1
239900,100,2023,2,0,0,0,1,0,1,0,2
159900,100,2023,2,0,0,0,1,0,1,0,0
162240,0,2023,0,1,0,0,0,0,1,0,0
47840,0,2023,0,1,0,0,0,0,1,0,1
130410,0,2023,2,0,0,0,1,0,1,0,1
92000,0,2023,2,0,0,0,1,0,1,0,1
270250,0,2023,2,0,0,0,1,0,1,0,2
144000,0,2023,2,0,0,0,1,0,1,0,0
176875,0,2023,2,0,0,0,1,0,1,0,0
84750,0,2023,2,0,0,0,1,0,1,0,1
92000,0,2023,1,0,0,1,0,0,1,0,1
69000,0,2023,1,0,0,1,0,0,1,0,1
184800,0,2023,2,0,0,0,1,0,1,0,0
107100,0,2023,2,0,0,0,1,0,1,0,1
333500,0,2023,2,0,0,0,1,0,1,0,2
176000,0,2023,2,0,0,0,1,0,1,0,0
257400,0,2023,2,0,0,0,1,0,1,0,2
138600,0,2023,2,0,0,0,1,0,1,0,0
242100,0,2023,1,0,0,1,0,0,1,0,2
116200,0,2023,1,0,0,1,0,0,1,0,1
230000,0,2023,2,0,0,0,1,0,1,0,2
210000,0,2023,2,0,0,0,1,0,1,0,0
114300,0,2023,2,0,0,0,1,0,1,0,1
89600,0,2023,2,0,0,0,1,0,1,0,1
85000,0,2023,0,1,0,0,0,0,1,0,1
65000,0,2023,0,1,0,0,0,0,1,0,1
266875,0,2023,2,0,0,0,1,0,1,0,2
128250,0,2023,2,0,0,0,1,0,1,0,1
280000,0,2023,1,0,0,1,0,0,1,0,2
200000,0,2023,1,0,0,1,0,0,1,0,0
180000,0,2023,1,0,0,1,0,0,1,0,0
178492,100,2023,2,0,0,0,1,0,1,0,0
89246,100,2023,2,0,0,0,1,0,1,0,1
245000,100,2023,2,0,0,0,1,0,1,0,2
150000,100,2023,2,0,0,0,1,0,1,0,0
155000,0,2023,2,0,0,0,1,0,1,0,0
145000,0,2023,2,0,0,0,1,0,1,0,0
165000,100,2023,2,0,0,0,1,0,1,0,0
130000,100,2023,2,0,0,0,1,0,1,0,1
280889,0,2023,2,0,0,0,1,0,1,0,2
187259,0,2023,2,0,0,0,1,0,1,0,0
130000,100,2023,1,0,0,1,0,0,1,0,1
120000,100,2023,1,0,0,1,0,0,1,0,1
185000,100,2023,1,0,0,1,0,0,1,0,0
125000,100,2023,1,0,0,1,0,0,1,0,1
196900,100,2023,2,0,0,0,1,0,1,0,0
186700,100,2023,2,0,0,0,1,0,1,0,0
260000,0,2023,2,0,0,0,1,0,1,0,2
192000,0,2023,2,0,0,0,1,0,1,0,0
205600,0,2023,1,0,0,1,0,1,0,0,0
105700,0,2023,1,0,0,1,0,1,0,0,1
75000,0,2023,1,0,0,1,0,0,1,0,1
230000,0,2023,2,0,0,0,1,0,1,0,2
140000,0,2023,2,0,0,0,1,0,1,0,0
149800,0,2023,0,1,0,0,0,0,1,0,0
85600,0,2023,0,1,0,0,0,0,1,0,1
218000,0,2023,2,0,0,0,1,0,1,0,0
152600,0,2023,2,0,0,0,1,0,1,0,0
185000,0,2023,1,0,0,1,0,0,1,0,0
165000,0,2023,1,0,0,1,0,0,1,0,0
224880,0,2023,2,0,0,0,1,0,1,0,2
121500,0,2023,2,0,0,0,1,0,1,0,1
129000,0,2023,2,0,0,0,1,0,1,0,1
46200,0,2023,2,0,0,0,1,0,1,0,1
272400,0,2023,2,0,0,0,1,0,1,0,2
155600,0,2023,2,0,0,0,1,0,1,0,0
150000,0,2023,1,0,0,1,0,0,1,0,0
115000,0,2023,0,1,0,0,0,0,1,0,1
95000,0,2023,0,1,0,0,0,0,1,0,1
150000,0,2023,1,0,0,1,0,0,1,0,0
351000,0,2023,2,0,0,0,1,0,1,0,2
171000,0,2023,2,0,0,0,1,0,1,0,0
272000,0,2023,2,0,0,0,1,0,1,0,2
176000,0,2023,2,0,0,0,1,0,1,0,0
158000,0,2023,2,0,0,0,1,0,1,0,0
135000,100,2023,2,0,0,0,1,0,1,0,1
125000,100,2023,2,0,0,0,1,0,1,0,1
80000,0,2023,1,0,0,1,0,0,1,0,1
270000,100,2023,2,0,0,0,1,0,1,0,2
232200,100,2023,2,0,0,0,1,0,1,0,2
107000,100,2023,1,0,0,1,0,0,1,0,1
87300,100,2023,1,0,0,1,0,0,1,0,1
230000,0,2023,2,0,0,0,1,0,1,0,2
85000,100,2023,1,0,0,1,0,0,1,0,1
61800,100,2023,1,0,0,1,0,0,1,0,1
300000,100,2023,2,0,0,0,1,0,1,0,2
195000,100,2023,2,0,0,0,1,0,1,0,0
204500,0,2023,2,0,0,0,1,0,1,0,0
142200,0,2023,2,0,0,0,1,0,1,0,0
107500,0,2023,1,0,0,1,0,0,1,0,1
96750,0,2023,1,0,0,1,0,0,1,0,1
153800,100,2023,1,0,0,1,0,0,1,0,0
96000,100,2023,1,0,0,1,0,0,1,0,1
204500,0,2023,2,0,0,0,1,0,1,0,0
142200,0,2023,2,0,0,0,1,0,1,0,0
190100,100,2023,2,0,0,0,1,0,1,0,0
131414,100,2023,2,0,0,0,1,0,1,0,1
195500,100,2023,2,0,0,0,1,0,1,0,0
141300,100,2023,2,0,0,0,1,0,1,0,0
165500,100,2023,2,0,0,0,1,0,1,0,0
119600,100,2023,2,0,0,0,1,0,1,0,1
235000,100,2023,2,0,0,0,1,0,1,0,2
169900,100,2023,2,0,0,0,1,0,1,0,0
235000,100,2023,1,0,0,1,0,0,1,0,2
169900,100,2023,1,0,0,1,0,0,1,0,0
200000,0,2023,2,0,0,0,1,0,1,0,0
135000,0,2023,2,0,0,0,1,0,1,0,1
210000,100,2023,2,0,0,0,1,0,1,0,0
151800,100,2023,2,0,0,0,1,0,1,0,0
215500,100,2023,2,0,0,0,1,0,1,0,0
155800,100,2023,2,0,0,0,1,0,1,0,0
305600,0,2023,2,0,0,0,1,0,1,0,2
188200,0,2023,2,0,0,0,1,0,1,0,0
180500,0,2023,2,0,0,0,1,0,1,0,0
96200,0,2023,2,0,0,0,1,0,1,0,1
75000,0,2023,0,1,0,0,0,0,1,0,1
47500,0,2023,0,1,0,0,0,0,1,0,1
201700,0,2023,2,0,0,0,1,0,1,0,0
146600,0,2023,2,0,0,0,1,0,1,0,0
133000,0,2023,1,0,0,1,0,0,1,0,1
58400,0,2023,1,0,0,1,0,0,1,0,1
144300,100,2023,2,0,0,0,1,0,1,0,0
104800,100,2023,2,0,0,0,1,0,1,0,1
115920,0,2023,2,0,0,0,1,0,1,0,1
84000,0,2023,2,0,0,0,1,0,1,0,1
146850,0,2023,2,0,0,0,1,0,1,0,0
106800,0,2023,2,0,0,0,1,0,1,0,1
133000,0,2023,1,0,0,1,0,0,1,0,1
58300,0,2023,1,0,0,1,0,0,1,0,1
137300,0,2023,2,0,0,0,1,0,1,0,0
59200,0,2023,2,0,0,0,1,0,1,0,1
165000,0,2023,1,0,0,1,0,0,1,0,0
147500,0,2023,1,0,0,1,0,0,1,0,0
130410,0,2023,2,0,0,0,1,0,1,0,1
92000,0,2023,2,0,0,0,1,0,1,0,1
156150,100,2023,2,0,0,0,1,0,1,0,0
113400,100,2023,2,0,0,0,1,0,1,0,1
226000,100,2023,2,0,0,0,1,0,1,0,2
211000,100,2023,2,0,0,0,1,0,1,0,0
197500,0,2023,2,0,0,0,1,0,1,0,0
132500,0,2023,2,0,0,0,1,0,1,0,1
109000,0,2023,1,0,0,1,0,0,1,0,1
62000,0,2023,1,0,0,1,0,0,1,0,1
110000,0,2023,2,0,0,0,1,0,1,0,1
70000,0,2023,2,0,0,0,1,0,1,0,1
238000,0,2023,2,0,0,0,1,0,1,0,2
176000,0,2023,2,0,0,0,1,0,1,0,0
151250,100,2023,2,0,0,0,1,0,1,0,0
96800,100,2023,2,0,0,0,1,0,1,0,1
109000,0,2023,1,0,0,1,0,0,1,0,1
62000,0,2023,1,0,0,1,0,0,1,0,1
162000,0,2023,1,0,0,1,0,0,1,0,0
108000,0,2023,1,0,0,1,0,0,1,0,1
189000,100,2023,1,0,0,1,0,0,1,0,0
118100,100,2023,1,0,0,1,0,0,1,0,1
126000,100,2023,0,1,0,0,0,0,1,0,1
93000,100,2023,0,1,0,0,0,0,1,0,1
160000,100,2023,2,0,0,0,1,0,1,0,0
150000,100,2023,2,0,0,0,1,0,1,0,0
237500,0,2023,3,0,1,0,0,0,1,0,2
157500,0,2023,3,0,1,0,0,0,1,0,0
145000,0,2023,2,0,0,0,1,0,1,0,0
115000,0,2023,2,0,0,0,1,0,1,0,1
100000,0,2023,2,0,0,0,1,0,1,0,1
89000,0,2023,2,0,0,0,1,0,1,0,1
76000,0,2023,2,0,0,0,1,0,1,0,1
263100,0,2023,2,0,0,0,1,0,1,0,2
126300,0,2023,2,0,0,0,1,0,1,0,1
319000,0,2023,2,0,0,0,1,0,1,0,2
221000,0,2023,2,0,0,0,1,0,1,0,0
200000,0,2023,2,0,0,0,1,0,1,0,0
150000,0,2023,2,0,0,0,1,0,1,0,0
116700,0,2023,2,0,0,0,1,0,1,0,1
93400,0,2023,2,0,0,0,1,0,1,0,1
100000,0,2023,1,0,0,1,0,0,1,0,1
95000,0,2023,1,0,0,1,0,0,1,0,1
247000,100,2023,2,0,0,0,1,0,1,0,2
152000,100,2023,2,0,0,0,1,0,1,0,0
268000,0,2023,2,0,0,0,1,0,1,0,2
137500,0,2023,2,0,0,0,1,0,1,0,0
150000,0,2023,2,0,0,0,1,0,1,0,0
80000,0,2023,2,0,0,0,1,0,1,0,1
187100,0,2023,2,0,0,0,1,0,1,0,0
107600,0,2023,2,0,0,0,1,0,1,0,1
184800,0,2023,2,0,0,0,1,0,1,0,0
161900,0,2023,2,0,0,0,1,0,1,0,0
212000,0,2023,2,0,0,0,1,0,1,0,0
93300,0,2023,2,0,0,0,1,0,1,0,1
184000,0,2023,2,0,0,0,1,0,1,0,0
96000,0,2023,2,0,0,0,1,0,1,0,1
204000,0,2023,1,0,0,1,0,0,1,0,0
112500,0,2023,1,0,0,1,0,0,1,0,1
220000,0,2023,2,0,0,0,1,0,1,0,0
137500,0,2023,2,0,0,0,1,0,1,0,0
204500,0,2023,1,0,0,1,0,0,1,0,0
142200,0,2023,1,0,0,1,0,0,1,0,0
170000,100,2023,2,0,0,0,1,0,1,0,0
140000,100,2023,2,0,0,0,1,0,1,0,0
150000,0,2023,1,0,0,1,0,0,1,0,0
80000,0,2023,1,0,0,1,0,0,1,0,1
116000,0,2023,2,0,0,0,1,0,1,0,1
110000,0,2023,2,0,0,0,1,0,1,0,1
132000,0,2023,0,1,0,0,0,0,1,0,1
104000,0,2023,0,1,0,0,0,0,1,0,1
175000,100,2023,2,0,0,0,1,0,1,0,0
141000,100,2023,2,0,0,0,1,0,1,0,0
198000,100,2023,2,0,0,0,1,0,1,0,0
151000,100,2023,2,0,0,0,1,0,1,0,0
83000,0,2023,0,1,0,0,0,0,1,0,1
150000,0,2023,0,1,0,0,0,0,1,0,0
204500,0,2023,1,0,0,1,0,0,1,0,0
142200,0,2023,1,0,0,1,0,0,1,0,0
185000,0,2023,2,0,0,0,1,0,1,0,0
130000,0,2023,2,0,0,0,1,0,1,0,1
250000,0,2023,2,0,0,0,1,0,1,0,2
125000,0,2023,2,0,0,0,1,0,1,0,1
81500,0,2023,2,0,0,0,1,0,1,0,1
120500,100,2023,2,0,0,0,1,0,1,0,1
218000,0,2023,3,0,1,0,0,0,1,0,0
168000,0,2023,3,0,1,0,0,0,1,0,0
119200,100,2023,1,0,0,1,0,0,1,0,1
86600,100,2023,1,0,0,1,0,0,1,0,1
184800,0,2023,2,0,0,0,1,0,1,0,0
161900,0,2023,2,0,0,0,1,0,1,0,0
128600,0,2023,1,0,0,1,0,0,1,0,1
100000,0,2023,1,0,0,1,0,0,1,0,1
162240,0,2023,0,1,0,0,0,0,1,0,0
47840,0,2023,0,1,0,0,0,0,1,0,1
205500,0,2023,2,0,0,0,1,0,1,0,0
128500,0,2023,2,0,0,0,1,0,1,0,1
164000,0,2023,2,0,0,0,1,0,1,0,0
117000,0,2023,2,0,0,0,1,0,1,0,1
142352,0,2023,2,0,0,0,1,0,1,0,0
95325,0,2023,2,0,0,0,1,0,1,0,1
247500,0,2023,1,0,0,1,0,0,1,0,2
172200,0,2023,1,0,0,1,0,0,1,0,0
134000,100,2023,1,0,0,1,0,0,1,0,1
90000,100,2023,1,0,0,1,0,0,1,0,1
204000,0,2023,2,0,0,0,1,0,1,0,0
163200,0,2023,2,0,0,0,1,0,1,0,0
168000,100,2023,2,0,0,0,1,0,1,0,0
143000,100,2023,2,0,0,0,1,0,1,0,0
142352,0,2023,2,0,0,0,1,0,1,0,0
95325,0,2023,2,0,0,0,1,0,1,0,1
105000,100,2023,2,0,0,0,1,0,1,0,1
100000,100,2023,2,0,0,0,1,0,1,0,1
150000,0,2023,2,0,0,0,1,0,1,0,0
125000,0,2023,2,0,0,0,1,0,1,0,1
131000,0,2023,0,1,0,0,0,1,0,0,1
54400,0,2023,0,1,0,0,0,1,0,0,1
120000,0,2023,0,1,0,0,0,0,1,0,1
50000,0,2023,0,1,0,0,0,0,1,0,1
170000,0,2023,2,0,0,0,1,0,1,0,0
120000,0,2023,2,0,0,0,1,0,1,0,1
359170,0,2023,2,0,0,0,1,0,1,0,2
295490,0,2023,2,0,0,0,1,0,1,0,2
102000,100,2023,0,1,0,0,0,0,1,0,1
92000,100,2023,0,1,0,0,0,0,1,0,1
132567,0,2023,0,1,0,0,0,0,1,0,1
96412,0,2023,0,1,0,0,0,0,1,0,1
230000,0,2023,2,0,0,0,1,0,1,0,2
110000,100,2023,1,0,0,1,0,0,1,0,1
90000,100,2023,1,0,0,1,0,0,1,0,1
172800,100,2023,2,0,0,0,1,0,1,0,0
110000,100,2023,2,0,0,0,1,0,1,0,1
135842,0,2023,2,0,0,0,1,0,1,0,1
98794,0,2023,2,0,0,0,1,0,1,0,1
331640,0,2023,2,0,0,0,1,0,1,0,2
267720,0,2023,2,0,0,0,1,0,1,0,2
266450,0,2023,2,0,0,0,1,0,1,0,2
177700,0,2023,2,0,0,0,1,0,1,0,0
350000,0,2023,0,1,0,0,0,0,1,0,2
250000,0,2023,0,1,0,0,0,0,1,0,2
155000,0,2023,1,0,0,1,0,0,1,0,0
278700,0,2023,2,0,0,0,1,0,1,0,2
159300,0,2023,2,0,0,0,1,0,1,0,0
171000,0,2023,1,0,0,1,0,0,1,0,0
151000,0,2023,1,0,0,1,0,0,1,0,0
100000,100,2023,1,0,0,1,0,0,1,0,1
80000,100,2023,1,0,0,1,0,0,1,0,1
174990,100,2023,2,0,0,0,1,0,1,0,0
132624,100,2023,2,0,0,0,1,0,1,0,1
166000,0,2023,1,0,0,1,0,0,1,0,0
73100,0,2023,1,0,0,1,0,0,1,0,1
212000,0,2023,2,0,0,0,1,0,1,0,0
93300,0,2023,2,0,0,0,1,0,1,0,1
210100,0,2023,2,0,0,0,1,0,1,0,0
95500,0,2023,2,0,0,0,1,0,1,0,1
184600,0,2023,2,0,0,0,1,0,1,0,0
99400,0,2023,2,0,0,0,1,0,1,0,1
205000,0,2023,2,0,0,0,1,0,1,0,0
155400,0,2023,2,0,0,0,1,0,1,0,0
169000,0,2023,1,0,0,1,0,0,1,0,0
105500,0,2023,1,0,0,1,0,0,1,0,1
90500,0,2023,1,0,0,1,0,0,1,0,1
42400,0,2023,1,0,0,1,0,0,1,0,1
234000,100,2023,2,0,0,0,1,0,1,0,2
146000,100,2023,2,0,0,0,1,0,1,0,0
128167,0,2023,1,0,0,1,0,0,1,0,1
85445,0,2023,1,0,0,1,0,0,1,0,1
93400,0,2023,2,0,0,0,1,0,1,0,1
172300,0,2023,1,0,0,1,0,0,1,0,0
86100,0,2023,1,0,0,1,0,0,1,0,1
138000,100,2023,1,0,0,1,0,0,1,0,0
86000,100,2023,1,0,0,1,0,0,1,0,1
179000,0,2023,0,1,0,0,0,0,1,0,0
112000,0,2023,0,1,0,0,0,0,1,0,1
150000,100,2023,2,0,0,0,1,0,1,0,0
179000,100,2023,2,0,0,0,1,0,1,0,0
112000,100,2023,2,0,0,0,1,0,1,0,1
122000,0,2023,2,0,0,0,1,0,1,0,1
94000,0,2023,2,0,0,0,1,0,1,0,1
122000,0,2023,2,0,0,0,1,0,1,0,1
94000,0,2023,2,0,0,0,1,0,1,0,1
225000,0,2023,2,0,0,0,1,0,1,0,2
180000,0,2023,2,0,0,0,1,0,1,0,0
165000,100,2023,2,0,0,0,1,0,1,0,0
122445,100,2023,2,0,0,0,1,0,1,0,1
187000,0,2023,2,0,0,0,1,0,1,0,0
212800,0,2023,1,0,0,1,0,1,0,0,0
124100,0,2023,1,0,0,1,0,1,0,0,1
130000,0,2023,0,1,0,0,0,0,1,0,1
80000,0,2023,0,1,0,0,0,0,1,0,1
130000,100,2023,2,0,0,0,1,0,1,0,1
240810,0,2023,2,0,0,0,1,0,1,0,2
126800,0,2023,2,0,0,0,1,0,1,0,1
145000,100,2023,2,0,0,0,1,0,1,0,0
135000,100,2023,2,0,0,0,1,0,1,0,1
222000,100,2023,2,0,0,0,1,0,1,0,0
132000,100,2023,2,0,0,0,1,0,1,0,1
250000,100,2023,2,0,0,0,1,0,1,0,2
170000,100,2023,2,0,0,0,1,0,1,0,0
250000,0,2023,2,0,0,0,1,0,1,0,2
150000,0,2023,2,0,0,0,1,0,1,0,0
222000,0,2023,2,0,0,0,1,0,1,0,0
132000,0,2023,2,0,0,0,1,0,1,0,1
94000,50,2023,2,0,0,0,1,1,0,0,1
110000,0,2023,2,0,0,0,1,0,1,0,1
70000,0,2023,2,0,0,0,1,0,1,0,1
245000,0,2023,2,0,0,0,1,0,1,0,2
185000,0,2023,2,0,0,0,1,0,1,0,0
207900,0,2023,2,0,0,0,1,0,1,0,0
158400,0,2023,2,0,0,0,1,0,1,0,0
138000,0,2023,2,0,0,0,1,0,1,0,0
86000,0,2023,2,0,0,0,1,0,1,0,1
135800,100,2023,2,0,0,0,1,0,1,0,1
95100,100,2023,2,0,0,0,1,0,1,0,1
190000,100,2023,2,0,0,0,1,0,1,0,0
160000,100,2023,2,0,0,0,1,0,1,0,0
260000,0,2023,2,0,0,0,1,1,0,0,2
136000,0,2023,2,0,0,0,1,1,0,0,1
180000,0,2023,2,0,0,0,1,0,1,0,0
166375,0,2023,2,0,0,0,1,0,1,0,0
212800,0,2023,2,0,0,0,1,1,0,0,0
115100,0,2023,2,0,0,0,1,1,0,0,1
60000,0,2023,1,0,0,1,0,0,1,0,1
48000,0,2023,1,0,0,1,0,0,1,0,1
60000,0,2023,1,0,0,1,0,0,1,0,1
55000,0,2023,1,0,0,1,0,0,1,0,1
205500,0,2023,2,0,0,0,1,0,1,0,0
132500,0,2023,2,0,0,0,1,0,1,0,1
223600,0,2023,1,0,0,1,0,1,0,0,2
115000,0,2023,1,0,0,1,0,1,0,0,1
165000,0,2023,1,0,0,1,0,0,1,0,0
150000,0,2023,1,0,0,1,0,0,1,0,0
62000,100,2023,0,1,0,0,0,0,1,0,1
49000,100,2023,0,1,0,0,0,0,1,0,1
160000,0,2023,2,0,0,0,1,0,1,0,0
140000,0,2023,2,0,0,0,1,0,1,0,0
106100,100,2023,0,1,0,0,0,0,1,0,1
74300,100,2023,0,1,0,0,0,0,1,0,1
132300,0,2023,1,0,0,1,0,0,1,0,1
93000,0,2023,1,0,0,1,0,0,1,0,1
234000,100,2023,2,0,0,0,1,0,1,0,2
146000,100,2023,2,0,0,0,1,0,1,0,0
96600,0,2023,2,0,0,0,1,0,1,0,1
55200,0,2023,2,0,0,0,1,0,1,0,1
83300,0,2023,0,1,0,0,0,0,1,0,1
99300,0,2023,0,1,0,0,0,0,1,0,1
82800,0,2023,0,1,0,0,0,0,1,0,1
145000,0,2023,2,0,0,0,1,0,1,0,0
110841,0,2023,2,0,0,0,1,0,1,0,1
101000,0,2023,1,0,0,1,0,0,1,0,1
50000,0,2023,1,0,0,1,0,0,1,0,1
182500,100,2023,2,0,0,0,1,0,1,0,0
121700,100,2023,2,0,0,0,1,0,1,0,1
134500,100,2023,2,0,0,0,1,0,1,0,1
91460,100,2023,2,0,0,0,1,0,1,0,1
150000,0,2023,2,0,0,0,1,0,1,0,0
75753,0,2023,0,1,0,0,0,0,1,0,1
47423,0,2023,0,1,0,0,0,0,1,0,1
124935,0,2023,2,0,0,0,1,0,1,0,1
76050,0,2023,2,0,0,0,1,0,1,0,1
286000,0,2023,2,0,0,0,1,0,1,0,2
143000,0,2023,2,0,0,0,1,0,1,0,0
106400,100,2023,1,0,0,1,0,0,1,0,1
70000,100,2023,1,0,0,1,0,0,1,0,1
243600,0,2023,2,0,0,0,1,0,1,0,2
148200,0,2023,2,0,0,0,1,0,1,0,0
131600,100,2023,0,1,0,0,0,0,1,0,1
82400,100,2023,0,1,0,0,0,0,1,0,1
245700,0,2023,2,0,0,0,1,0,1,0,2
132300,0,2023,2,0,0,0,1,0,1,0,1
155750,100,2023,0,1,0,0,0,0,1,0,0
79350,100,2023,0,1,0,0,0,0,1,0,1
234000,0,2023,2,0,0,0,1,0,1,0,2
117000,0,2023,2,0,0,0,1,0,1,0,1
242000,0,2023,2,0,0,0,1,0,1,0,2
106200,0,2023,2,0,0,0,1,0,1,0,1
123900,100,2023,2,0,0,0,1,0,1,0,1
75000,100,2023,2,0,0,0,1,0,1,0,1
136500,0,2023,1,0,0,1,0,0,1,0,0
123500,0,2023,1,0,0,1,0,0,1,0,1
227500,100,2023,2,0,0,0,1,0,1,0,2
145600,100,2023,2,0,0,0,1,0,1,0,0
186754,0,2023,2,0,0,0,1,0,1,0,0
101000,0,2023,2,0,0,0,1,0,1,0,1
149800,0,2023,0,1,0,0,0,0,1,0,0
70800,0,2023,0,1,0,0,0,0,1,0,1
132000,100,2023,1,0,0,1,0,0,1,0,1
111000,100,2023,1,0,0,1,0,0,1,0,1
180000,100,2023,1,0,0,1,0,0,1,0,0
162000,100,2023,1,0,0,1,0,0,1,0,0
150000,0,2023,2,0,0,0,1,0,1,0,0
135000,0,2023,2,0,0,0,1,0,1,0,1
115000,0,2023,2,0,0,0,1,0,1,0,1
95000,0,2023,2,0,0,0,1,0,1,0,1
238000,0,2023,1,0,0,1,0,0,1,0,2
144500,0,2023,1,0,0,1,0,0,1,0,0
145000,0,2023,2,0,0,0,1,0,1,0,0
98500,0,2023,2,0,0,0,1,0,1,0,1
209300,100,2023,1,0,0,1,0,0,1,0,0
123800,100,2023,1,0,0,1,0,0,1,0,1
130400,0,2023,0,1,0,0,0,0,1,0,1
70800,0,2023,0,1,0,0,0,0,1,0,1
160000,0,2023,1,0,0,1,0,0,1,0,0
75000,0,2023,1,0,0,1,0,0,1,0,1
300000,0,2023,2,0,0,0,1,0,1,0,2
200000,0,2023,2,0,0,0,1,0,1,0,0
254900,0,2023,2,0,0,0,1,0,1,0,2
203920,0,2023,2,0,0,0,1,0,1,0,0
191200,0,2023,2,0,0,0,1,0,1,0,0
170186,0,2023,2,0,0,0,1,0,1,0,0
150000,100,2023,2,0,0,0,1,0,1,0,0
200000,0,2023,3,0,1,0,0,0,1,0,0
150000,0,2023,3,0,1,0,0,0,1,0,0
247300,0,2023,2,0,0,0,1,0,1,0,2
139700,0,2023,2,0,0,0,1,0,1,0,0
90000,50,2023,2,0,0,0,1,1,0,0,1
198000,0,2023,2,0,0,0,1,0,1,0,0
94000,0,2023,2,0,0,0,1,0,1,0,1
219100,0,2023,2,0,0,0,1,0,1,0,0
118500,0,2023,2,0,0,0,1,0,1,0,1
128000,100,2023,2,0,0,0,1,0,1,0,1
60000,100,2023,0,1,0,0,0,0,1,0,1
48000,100,2023,0,1,0,0,0,0,1,0,1
234000,0,2023,3,0,1,0,0,0,1,0,2
146000,0,2023,3,0,1,0,0,0,1,0,0
130100,0,2023,1,0,0,1,0,0,1,0,1
166500,0,2023,1,0,0,1,0,0,1,0,0
104000,0,2023,1,0,0,1,0,0,1,0,1
166000,0,2023,1,0,0,1,0,0,1,0,0
73100,0,2023,1,0,0,1,0,0,1,0,1
98000,0,2023,0,1,0,0,0,0,1,0,1
73000,0,2023,0,1,0,0,0,0,1,0,1
183540,0,2023,2,0,0,0,1,0,1,0,0
132000,0,2023,2,0,0,0,1,0,1,0,1
